path,corpus,speaker,split,orig_label,emotion,label_idx
data\raw\cremad\AudioWAV\1015_MTI_DIS_XX.wav,cremad,1015,,DIS,disgust,1
data\raw\cremad\AudioWAV\1015_MTI_FEA_XX.wav,cremad,1015,,FEA,fear,2
data\raw\cremad\AudioWAV\1015_MTI_HAP_XX.wav,cremad,1015,,HAP,happy,3
data\raw\cremad\AudioWAV\1015_MTI_NEU_XX.wav,cremad,1015,,NEU,neutral,4
data\raw\cremad\AudioWAV\1015_MTI_SAD_XX.wav,cremad,1015,,SAD,sad,5
data\raw\cremad\AudioWAV\1015_TAI_ANG_XX.wav,cremad,1015,,ANG,angry,0
data\raw\cremad\AudioWAV\1015_TAI_DIS_XX.wav,cremad,1015,,DIS,disgust,1
data\raw\cremad\AudioWAV\1015_TAI_FEA_XX.wav,cremad,1015,,FEA,fear,2
data\raw\cremad\AudioWAV\1015_TAI_HAP_XX.wav,cremad,1015,,HAP,happy,3
data\raw\cremad\AudioWAV\1015_TAI_NEU_XX.wav,cremad,1015,,NEU,neutral,4
data\raw\cremad\AudioWAV\1015_TAI_SAD_XX.wav,cremad,1015,,SAD,sad,5
data\raw\cremad\AudioWAV\1015_TIE_ANG_XX.wav,cremad,1015,,ANG,angry,0
data\raw\cremad\AudioWAV\1015_TIE_DIS_XX.wav,cremad,1015,,DIS,disgust,1
data\raw\cremad\AudioWAV\1015_TIE_FEA_XX.wav,cremad,1015,,FEA,fear,2
data\raw\cremad\AudioWAV\1015_TIE_HAP_XX.wav,cremad,1015,,HAP,happy,3
data\raw\cremad\AudioWAV\1015_TIE_NEU_XX.wav,cremad,1015,,NEU,neutral,4
data\raw\cremad\AudioWAV\1015_TIE_SAD_XX.wav,cremad,1015,,SAD,sad,5
data\raw\cremad\AudioWAV\1015_TSI_ANG_XX.wav,cremad,1015,,ANG,angry,0
data\raw\cremad\AudioWAV\1015_TSI_DIS_XX.wav,cremad,1015,,DIS,disgust,1
data\raw\cremad\AudioWAV\1015_TSI_FEA_XX.wav,cremad,1015,,FEA,fear,2
data\raw\cremad\AudioWAV\1015_TSI_HAP_XX.wav,cremad,1015,,HAP,happy,3
data\raw\cremad\AudioWAV\1015_TSI_NEU_XX.wav,cremad,1015,,NEU,neutral,4
data\raw\cremad\AudioWAV\1015_TSI_SAD_XX.wav,cremad,1015,,SAD,sad,5
data\raw\cremad\AudioWAV\1015_WSI_ANG_XX.wav,cremad,1015,,ANG,angry,0
data\raw\cremad\AudioWAV\1015_WSI_DIS_XX.wav,cremad,1015,,DIS,disgust,1
data\raw\cremad\AudioWAV\1015_WSI_FEA_XX.wav,cremad,1015,,FEA,fear,2
data\raw\cremad\AudioWAV\1015_WSI_HAP_XX.wav,cremad,1015,,HAP,happy,3
data\raw\cremad\AudioWAV\1015_WSI_NEU_XX.wav,cremad,1015,,NEU,neutral,4
data\raw\cremad\AudioWAV\1015_WSI_SAD_XX.wav,cremad,1015,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_DFA_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_DFA_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_DFA_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_DFA_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_DFA_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_DFA_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_IEO_ANG_HI.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_IEO_ANG_LO.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_IEO_ANG_MD.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_IEO_DIS_HI.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_IEO_DIS_LO.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_IEO_DIS_MD.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_IEO_FEA_HI.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_IEO_FEA_LO.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_IEO_FEA_MD.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_IEO_HAP_HI.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_IEO_HAP_LO.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_IEO_HAP_MD.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_IEO_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_IEO_SAD_HI.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_IEO_SAD_LO.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_IEO_SAD_MD.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_IOM_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_IOM_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_IOM_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_IOM_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_IOM_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_IOM_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_ITH_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_ITH_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_ITH_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_ITH_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_ITH_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_ITH_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_ITS_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_ITS_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_ITS_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_ITS_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_ITS_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_ITS_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_IWL_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_IWL_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_IWL_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_IWL_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_IWL_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_IWL_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_IWW_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_IWW_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_IWW_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_IWW_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_IWW_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_IWW_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_MTI_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_MTI_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_MTI_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_MTI_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_MTI_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_MTI_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_TAI_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_TAI_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_TAI_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_TAI_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_TAI_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_TAI_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_TIE_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_TIE_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_TIE_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_TIE_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_TIE_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_TIE_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_TSI_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_TSI_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_TSI_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_TSI_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_TSI_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_TSI_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1016_WSI_ANG_XX.wav,cremad,1016,,ANG,angry,0
data\raw\cremad\AudioWAV\1016_WSI_DIS_XX.wav,cremad,1016,,DIS,disgust,1
data\raw\cremad\AudioWAV\1016_WSI_FEA_XX.wav,cremad,1016,,FEA,fear,2
data\raw\cremad\AudioWAV\1016_WSI_HAP_XX.wav,cremad,1016,,HAP,happy,3
data\raw\cremad\AudioWAV\1016_WSI_NEU_XX.wav,cremad,1016,,NEU,neutral,4
data\raw\cremad\AudioWAV\1016_WSI_SAD_XX.wav,cremad,1016,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_DFA_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_DFA_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_DFA_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_DFA_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_DFA_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_DFA_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_IEO_ANG_HI.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_IEO_ANG_LO.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_IEO_ANG_MD.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_IEO_DIS_HI.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_IEO_DIS_LO.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_IEO_DIS_MD.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_IEO_FEA_HI.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_IEO_FEA_LO.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_IEO_FEA_MD.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_IEO_HAP_HI.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_IEO_HAP_LO.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_IEO_HAP_MD.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_IEO_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_IEO_SAD_HI.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_IEO_SAD_LO.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_IEO_SAD_MD.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_IOM_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_IOM_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_IOM_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_IOM_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_IOM_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_IOM_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_ITH_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_ITH_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_ITH_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_ITH_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_ITH_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_ITH_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_ITS_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_ITS_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_ITS_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_ITS_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_ITS_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_ITS_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_IWL_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_IWL_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_IWL_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_IWL_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_IWL_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_IWL_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_IWW_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_IWW_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_IWW_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_IWW_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_IWW_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_IWW_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_MTI_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_MTI_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_MTI_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_MTI_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_MTI_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_MTI_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_TAI_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_TAI_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_TAI_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_TAI_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_TAI_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_TAI_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_TIE_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_TIE_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_TIE_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_TIE_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_TIE_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_TIE_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_TSI_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_TSI_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_TSI_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_TSI_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_TSI_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_TSI_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1017_WSI_ANG_XX.wav,cremad,1017,,ANG,angry,0
data\raw\cremad\AudioWAV\1017_WSI_DIS_XX.wav,cremad,1017,,DIS,disgust,1
data\raw\cremad\AudioWAV\1017_WSI_FEA_XX.wav,cremad,1017,,FEA,fear,2
data\raw\cremad\AudioWAV\1017_WSI_HAP_XX.wav,cremad,1017,,HAP,happy,3
data\raw\cremad\AudioWAV\1017_WSI_NEU_XX.wav,cremad,1017,,NEU,neutral,4
data\raw\cremad\AudioWAV\1017_WSI_SAD_XX.wav,cremad,1017,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_DFA_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_DFA_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_DFA_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_DFA_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_DFA_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_DFA_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_IEO_ANG_HI.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_IEO_ANG_LO.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_IEO_ANG_MD.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_IEO_DIS_HI.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_IEO_DIS_LO.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_IEO_DIS_MD.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_IEO_FEA_HI.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_IEO_FEA_LO.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_IEO_FEA_MD.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_IEO_HAP_HI.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_IEO_HAP_LO.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_IEO_HAP_MD.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_IEO_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_IEO_SAD_HI.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_IEO_SAD_LO.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_IEO_SAD_MD.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_IOM_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_IOM_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_IOM_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_IOM_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_IOM_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_IOM_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_ITH_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_ITH_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_ITH_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_ITH_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_ITH_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_ITH_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_ITS_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_ITS_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_ITS_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_ITS_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_ITS_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_ITS_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_IWL_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_IWL_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_IWL_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_IWL_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_IWL_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_IWL_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_IWW_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_IWW_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_IWW_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_IWW_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_IWW_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_IWW_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_MTI_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_MTI_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_MTI_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_MTI_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_MTI_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_MTI_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_TAI_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_TAI_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_TAI_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_TAI_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_TAI_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_TAI_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_TIE_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_TIE_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_TIE_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_TIE_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_TIE_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_TIE_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_TSI_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_TSI_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_TSI_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_TSI_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_TSI_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_TSI_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1018_WSI_ANG_XX.wav,cremad,1018,,ANG,angry,0
data\raw\cremad\AudioWAV\1018_WSI_DIS_XX.wav,cremad,1018,,DIS,disgust,1
data\raw\cremad\AudioWAV\1018_WSI_FEA_XX.wav,cremad,1018,,FEA,fear,2
data\raw\cremad\AudioWAV\1018_WSI_HAP_XX.wav,cremad,1018,,HAP,happy,3
data\raw\cremad\AudioWAV\1018_WSI_NEU_XX.wav,cremad,1018,,NEU,neutral,4
data\raw\cremad\AudioWAV\1018_WSI_SAD_XX.wav,cremad,1018,,SAD,sad,5
data\raw\cremad\AudioWAV\1019_DFA_ANG_XX.wav,cremad,1019,,ANG,angry,0
data\raw\cremad\AudioWAV\1019_DFA_DIS_XX.wav,cremad,1019,,DIS,disgust,1
